nom,insee,POPULATION,departement,region,epci
Montreuil-sur-Maine,49217,729,49,52,200071868
Écot,25214,503,25,27,200065647
Caurel,51101,631,51,44,200067213
Saffres,21537,120,21,27,200071017
La Guiche,71231,617,71,27,200040293
Vourey,38566,1711,38,84,243800984
Auvers,50023,674,50,28,200042729
Brancourt-le-Grand,02112,585,02,32,240200493
Chançay,37052,1135,37,24,200073161
Sainte-Agathe-la-Bouteresse,42197,1023,42,84,200065886
Croix-Caluyau,59164,261,59,32,200043321
Villiers-le-Bois,10431,94,10,44,200071041
Curciat-Dongalon,01139,446,01,84,200071751
Saint-Roman-de-Malegarde,84117,331,84,93,248400335
Soursac,19264,498,19,75,200066744
Saint-Savin,38455,3967,38,84,243800604
Neufchâtel-en-Bray,76462,4728,76,28,200070068
Bezange-la-Grande,54071,163,54,44,245400759
La Roche-sur-Grane,26277,174,26,84,242600252
Saint-Pierre-de-Mons,33465,1179,33,75,200043974
Colmier-le-Bas,52137,23,52,44,200027308
Rocbaron,83106,4866,83,93,200068104
Magrin,81151,133,81,76,200034056
Schœneck,57638,2675,57,44,245700372
Antilly,57024,163,57,44,200039949
Cuffies,02245,1803,02,32,240200477
Les Planches-en-Montagne,39424,165,39,27,200069623
Saint-Jean-Lespinasse,46271,391,46,76,200066371
Planches,61330,196,61,28,200069458
Saraz,25533,11,25,27,200068070
Saint-Cyr-les-Colons,89341,444,89,27,200067080
Escos,64205,237,64,75,200067288
Montrécourt,59415,231,59,32,245901038
Brest,29019,139163,29,53,242900314
Saint-Arey,38361,83,38,84,200040657
Saint-Priest,07288,1212,07,84,200071413
Prouvais,02626,320,02,32,240200576
Vassincourt,55531,274,55,44,245501184
Bréhan,56024,2322,56,53,245614433
Sainte-Marie-au-Bosc,76609,365,76,28,247600497
Esbareich,65158,80,65,76,200070829
Françay,41093,281,41,24,200030385
Saint-Germain-Lavolps,19206,87,19,75,200066744
Saint-Laurent-des-Bois,41219,288,41,24,200070183
Les Mollettes,73159,798,73,84,200041010
Avesnes-sur-Helpe,59036,4663,59,32,200043263
Douchy-les-Mines,59179,10783,59,32,200042190
Poggio-di-Nazza,2B236,183,2B,94,200033827
Chantelouve,38073,80,38,84,200040657
Sébeville,50571,29,50,28,200042729
Fourneaux,50192,150,50,28,200066389
Waltembourg,57743,245,57,44,245700950
Saint-Corneille,72275,1377,72,52,200072684
Rogerville,76533,1246,76,28,247600596
Villetelle,34340,1453,34,76,243400520
Condé-sur-Marne,51161,815,51,44,200066876
Coutances,50147,8688,50,28,200067023
Mitzach,68211,409,68,44,246800205
Lapoutroie,68175,1894,68,44,246800551
Uzemain,88484,1088,88,44,200068757
Graimbouville,76314,619,76,28,247600539
Peyrefitte-sur-l'Hers,11283,75,11,76,200035855
Gournay-en-Bray,76312,6294,76,28,200069730
Avanton,86016,2115,86,75,200069763
Wassigny,02830,971,02,32,200071983
Douvres-la-Délivrande,14228,5190,14,28,241400860
Saint-Hippolyte,37221,635,37,24,200071587
Saint-Utin,51520,87,51,44,200034718
Carentoir,56033,3291,56,53,200066785
Étagnac,16132,962,16,75,200072049
Dampierre,52163,392,52,44,200072999
Gilhoc-sur-Ormèze,07095,450,07,84,200016905
Saint-Jean-de-Rives,81255,477,81,76,200034023
Arromanches-les-Bains,14021,517,14,28,241400555
Les Moutiers-en-Cinglais,14458,486,14,28,200066710
Campagnac,12047,457,12,76,200068484
Archelange,39014,227,39,27,200010650
Costaros,43077,572,43,84,244301123
Villabon,18282,566,18,24,241800374
Thaumiers,18261,415,18,24,241800424
Rimeize,48128,577,48,76,200069185
Vorges-les-Pins,25631,596,25,27,242500361
Féy,57212,723,57,44,200039865
Charenton-du-Cher,18052,1082,18,24,200036135
Bettelainville,57072,630,57,44,245701354
Saint-Senier-de-Beuvron,50553,360,50,28,200069425
Maast-et-Violaine,02447,146,02,32,240200519
Bazus-Neste,65076,57,65,76,200070787
Lœuilley,70305,109,70,27,200036549
Saint-Evroult-Notre-Dame-du-Bois,61386,457,61,28,200068468
Saint-Félix-de-l'Héras,34253,35,34,76,200017341
Croisilles,62259,1819,62,32,200035442
Pessat-Villeneuve,63278,618,63,84,200070753
Cassignas,47050,123,47,75,200023307
Sammarçolles,86252,646,86,75,248600447
Cuinchy,62262,1750,62,32,200072460
Caveirac,30075,3942,30,76,243000643
Bouy-Luxembourg,10056,211,10,44,241000223
Larmor-Baden,56106,907,56,53,200067932
Crissey,39182,627,39,27,200010650
Étalondes,76252,1081,76,28,247600588
Louvencourt,80493,274,80,32,248000747
Péret-Bel-Air,19159,94,19,75,241900133
Fajac-la-Relenque,11134,50,11,76,200035855
Loisieux,73147,197,73,84,247300262
Sarrogna,39504,228,39,27,243901071
Cadarcet,09071,230,09,76,200067940
Boinvilliers,78072,294,78,11,247800550
Champniers-et-Reilhac,24100,478,24,75,200071819
Briouze,61063,1542,61,28,200035814
Lormes,58145,1297,58,27,200067890
Peyrissas,31414,79,31,76,200072643
Champcella,05031,182,05,93,240500462
Saint-André-de-l'Épine,50446,560,50,28,200066389
Apremont-sur-Allier,18007,71,18,24,200011781
Charenton-le-Pont,94018,30722,94,11,200054781
La Sône,38495,579,38,84,200070431
Vaux,03301,1076,03,84,240300566
Ferrières-Saint-Mary,15069,246,15,84,200066637
Rouvres-les-Vignes,10330,108,10,44,241000405
Chélieu,38098,674,38,84,200068567
Frédille,36080,72,36,24,200040558
Précy,18184,343,18,24,200032514
Maintenay,62538,403,62,32,200044030
Voiteur,39582,739,39,27,200069615
Sainte-Gemme,51480,141,51,44,200066850
Saint-Philibert,56233,1529,56,53,200043123
Saurais,79306,198,79,75,200041333
Dommartin,80246,350,80,32,200070969
Groissiat,01181,1213,01,84,200042935
L'Abergement-Sainte-Colombe,71002,1202,71,27,200071538
Mutigny,51392,195,51,44,245100615
Lucy-le-Bocage,02443,191,02,32,240200584
Le Meux,60402,2200,60,32,200067965
Fessenheim-le-Bas,67138,534,67,44,200034635
Lalonquette,64308,282,64,75,200067239
Battenans-les-Mines,25045,61,25,27,242504447
Donzy-le-Pertuis,71181,163,71,27,200040293
Valle-di-Campoloro,2B335,341,2B,94,200034205
Meslay-le-Grenet,28245,329,28,24,200033181
Landes-sur-Ajon,14353,406,14,28,200069524
Belmont,39048,276,39,27,243900420
Villemaréchal,77504,862,77,11,247700032
Baerendorf,67017,314,67,44,200067841
Champagneux,73070,679,73,84,247300528
Courtenay,45115,4029,45,24,200067668
Pouilly-sur-Saône,21502,642,21,27,242101509
Espagnac-Sainte-Eulalie,46093,94,46,76,200067361
Saint-Frézal-d'Albuges,48151,69,48,76,200069128
Saint-Merd-de-Lapleau,19225,191,19,75,241900133
Habsheim,68118,4758,68,44,200066009
Vionville,57722,183,57,44,200070738
Rivolet,69167,578,69,84,200040590
Ogeu-les-Bains,64421,1295,64,75,200067262
Aubusson,23008,3496,23,75,200044014
Saint-Ouen-le-Mauger,76629,303,76,28,200068534
La Ferté-Imbault,41084,978,41,24,244100806
Willems,59660,3025,59,32,245900410
Riverie,69166,309,69,84,246900740
Banneville-la-Campagne,14036,166,14,28,200065589
Gratibus,80386,184,80,32,200070977
L'Étoile,80296,1253,80,32,200071223
Montgreleix,15132,42,15,84,246300966
Genouillac,23089,752,23,75,200041556
Druillat,01151,1149,01,84,200071751
Thiaucourt-Regniéville,54518,1174,54,44,200070738
Sivry-la-Perche,55489,269,55,44,200049187
Peyrabout,23150,147,23,75,200034825
Anguilcourt-le-Sart,02017,310,02,32,200071785
Artix,64061,3458,64,75,200039204
Espès-Undurein,64214,516,64,75,200067106
Gruchet-Saint-Siméon,76330,687,76,28,200068534
Castelgaillard,31115,62,31,76,200072643
La Chaussée-Saint-Victor,41047,4510,41,24,200030385
Milly-Lamartine,71299,356,71,27,200070308
Saint-Barthélemy,50450,328,50,28,200069425
Saint-Molf,44183,2499,44,52,244400610
Mérouville,28243,223,28,24,200070159
Arlebosc,07014,329,07,84,200073096
Sully,60624,167,60,32,246000848
Casaglione,2A070,380,2A,94,200067049
Rilly-sur-Loire,41189,470,41,24,200030385
Grimaucourt-en-Woëvre,55219,106,55,44,245501242
Rimaucourt,52423,678,52,44,200069664
Noyers,27445,277,27,28,200071843
Sainte-Foy-la-Longue,33403,120,33,75,200044394
Pont-de-l'Isère,26250,3363,26,84,200073096
Saint-Émiland,71409,348,71,27,200070530
Saint-Martin-sur-Écaillon,59537,525,59,32,245901038
Cantaing-sur-Escaut,59125,394,59,32,200068500
Mus,30185,1393,30,76,243000569
Lapenty,50263,387,50,28,200069425
Cheylade,15049,229,15,84,241500255
Saint-Urbain-Maconcourt,52456,648,52,44,200044253
Bourthes,62168,879,62,32,200069235
Marcilly-sur-Maulne,37146,235,37,24,200072981
Sainte-Hélène,48157,89,48,76,200069128
Virandeville,50643,796,50,28,200067205
Luzillé,37141,981,37,24,243700820
Mautes,23127,218,23,75,200067593
Burgnac,87025,830,87,75,248719288
Campeaux,60122,537,60,32,246000848
Fargues-Saint-Hilaire,33165,2793,33,75,243301355
Mortain-Bocage,50359,3013,50,28,200069425
Montguers,26201,42,26,84,200068229
Saint-Germain-des-Prés,24417,538,24,75,242401024
Teilhet,09309,154,09,76,200044469
Ayron,86017,1183,86,75,200069763
Rouvray,89328,401,89,27,200067080
Saint-Aubin-sur-Aire,55454,171,55,44,200066157
Sainte-Magnance,89351,472,89,27,200039758
La Gacilly,56061,3956,56,53,200066785
Xures,54601,115,54,44,245400759
La Chapelle-aux-Bois,88088,666,88,44,200068757
Pléhédel,22178,1289,22,53,200067981
Coutansouze,03089,146,03,84,200071389
Magné,86141,680,86,75,200070035
Saint-Léger-Magnazeix,87160,492,87,75,200071942
Périgné,79204,1009,79,75,200069755
Kerfot,22086,708,22,53,200067981
Francheval,08179,614,08,44,200041630
Caudrot,33111,1194,33,75,200044394
Panon,72227,41,72,52,200072676
Sainte-Brigitte,56209,179,56,53,245614433
Cette-Eygun,64185,73,64,75,200067262
Grisy-les-Plâtres,95287,663,95,11,200035970
La Chapelle-Villars,42051,529,42,84,244200895
Lourdios-Ichère,64351,155,64,75,200067262
Trouy,18267,3942,18,24,241800507
Compeyre,12070,533,12,76,241200567
Hallivillers,80407,153,80,32,200070969
Glux-en-Glenne,58128,97,58,27,200067890
Germiny,54223,200,54,44,245400510
Cessières,02153,451,02,32,200043495
Lescar,64335,9958,64,75,200067254
Schirrhein,67449,2207,67,44,200067874
Marigné-Peuton,53145,550,53,52,245300447
Plouézec,22214,3239,22,53,200067981
Chérence,95157,161,95,11,249500513
Châlons-en-Champagne,51108,45268,51,44,200066876
Missy-lès-Pierrepont,02486,111,02,32,240200576
Orincles,65339,336,65,76,200069300
Bilwisheim,67039,444,67,44,200067874
Chaumussay,37064,230,37,24,200071587
Nozay,44113,4087,44,52,244400537
Arras-sur-Rhône,07015,510,07,84,200040491
Levainville,28208,393,28,24,200069953
Pomayrols,12184,125,12,76,200068484
Domptail,88153,356,88,44,200005957
Mézy-Moulins,02484,526,02,32,200072031
Jablines,77234,683,77,11,247700594
Bruniquel,82026,611,82,76,200066884
Moissieu-sur-Dolon,38240,695,38,84,243800844
Villeret,10424,65,10,44,200040137
Saint-Étienne-Roilaye,60572,326,60,32,246000749
Chuelles,45097,1185,45,24,200067668
Eancé,35103,405,35,53,243500634
Beautor,02059,2695,02,32,200071785
Clermont-Ferrand,63113,141398,63,84,246300701
Plouhinec,29197,4011,29,53,242900629
Louesme,21357,104,21,27,242101434
Cervens,74053,1165,74,84,200067551
Saint-Denis-d'Anjou,53210,1555,53,52,245300447
Aboncourt,54003,104,54,44,245400510
Beugnon,89041,322,89,27,200067304
Liffol-le-Petit,52289,324,52,44,200068559
Saint-Étienne-à-Arnes,08379,240,08,44,240800920
Bannay,51034,17,51,44,200066850
Arcis-le-Ponsart,51014,320,51,44,200067213
Fontaine-Couverte,53098,437,53,52,200048551
Coren,15055,419,15,84,200066660
Chassenon,16086,873,16,75,200072049
Guyans-Durnes,25300,275,25,27,242504181
Lugny-Champagne,18132,146,18,24,200032514
Attignat-Oncin,73022,527,73,84,247300668
Villeperrot,89465,320,89,27,248900896
Argens-Minervois,11013,352,11,76,200035863
Yssac-la-Tourette,63473,376,63,84,200072098
Crest-Voland,73094,374,73,84,200068997
Caupenne-d'Armagnac,32094,427,32,76,243200409
Chennegy,10096,437,10,44,241000447
Lupé,42124,312,42,84,244200895
Anzin-Saint-Aubin,62037,2739,62,32,200033579
Salins,77439,1064,77,11,247700107
Cuguron,31158,189,31,76,200072643
Juillé,72152,475,72,52,200072700
Beauvernois,71028,129,71,27,247100647
Couvignon,10113,205,10,44,241000405
Huby-Saint-Leu,62461,902,62,32,200044030
Gimouille,58126,463,58,27,245804406
Maxou,46188,300,46,76,200023737
Pommevic,82141,574,82,76,248200016
Sus-Saint-Léger,62804,369,62,32,200069482
Rioux-Martin,16279,236,16,75,200070282
Montbrison-sur-Lez,26192,291,26,84,200040681
Combrimont,88113,140,88,44,200071066
Pommeret,22246,2065,22,53,200069391
Candas,80168,1090,80,32,200070951
Saint-Michel-sur-Savasse,26319,568,26,84,200068781
Placé,53179,333,53,52,200055887
Varces-Allières-et-Risset,38524,8266,38,84,200040715
Vulvoz,39585,18,39,27,200026573
Saint-Gély-du-Fesc,34255,9826,34,76,200022986
Ternant,21625,90,21,27,200070894
Banteux,59047,339,59,32,200068500
Gavisse,57245,564,57,44,245700695
Montmotier,88311,48,88,44,200068757
Vecqueville,52512,564,52,44,200044253
Clères,76179,1363,76,28,200070449
Monteils,12150,532,12,76,200069383
Lamballe,22093,13465,22,53,200069391
Saint-Pierrevillers,55464,160,55,44,200066173
Jegun,32162,1142,32,76,200066926
Laas,32167,301,32,76,243200425
Châtenoy-le-Royal,71118,6229,71,27,247100589
Plougrescant,22218,1220,22,53,200065928
Lancié,69108,1018,69,84,200067817
Camaret-sur-Aigues,84029,4607,84,93,248400160
Bailleul-lès-Pernes,62071,425,62,32,200069672
Tréflaouénan,29285,507,29,53,200067072
Reviers,14535,579,14,28,241400860
Le Poislay,41179,189,41,24,200040772
Saint-Bohaire,41203,488,41,24,200030385
Chassagnes,43063,160,43,84,200073393
Billiers,56018,932,56,53,200027027
Chartainvilliers,28084,731,28,24,200033181
Blaringhem,59084,2086,59,32,200040947
Leschères,39293,215,39,27,200026573
Théza,66208,1910,66,76,246600282
Fleury-la-Forêt,27245,271,27,28,200070142
Bazoches-lès-Bray,77025,853,77,11,200040251
Urville,14719,639,14,28,200066710
Fleurat,23082,297,23,75,200067510
Forest-en-Cambrésis,59246,544,59,32,200043321
Milhac,46194,188,46,76,244600482
Saint-Mandé,94067,22401,94,11,200054781
Le Pradet,83098,10217,83,93,248300543
Laluque,40142,1008,40,75,244000766
Saint-Jean-les-Deux-Jumeaux,77415,1255,77,11,200077055
Pechbusque,31411,844,31,76,243100633
Augnax,32014,104,32,76,200066926
Faucon,84045,431,84,93,248400335
Orcières,05096,715,05,93,200068096
Orain,21468,101,21,27,200072825
Chavanay,42056,2889,42,84,244200895
Senlisse,78590,507,78,11,200033173
Romeny-sur-Marne,02653,496,02,32,240200584
Saint-Georges-sur-Renon,01356,224,01,84,200069193
Mauprévoir,86152,628,86,75,200070043
Epiry,58110,232,58,27,200067692
Saint-Pierre-des-Bois,72312,238,72,52,200040475
Villepail,53272,174,53,52,200042182
Rugny,89329,81,89,27,200039642
Champfleury,51115,530,51,44,200067213
Vinax,17478,64,17,75,200041689
Saint-Jean-d'Aigues-Vives,09262,394,09,76,240900464
Louvilliers-en-Drouais,28216,202,28,24,200040277
Vieilmoulin,21679,121,21,27,200039055
Saint-Seine-sur-Vingeanne,21574,401,21,27,200072825
Chonas-l'Amballan,38107,1659,38,84,200077014
Lentigny,42120,1695,42,84,200035731
Dromesnil,80259,105,80,32,200071181
La Vallée-Mulâtre,02760,160,02,32,200071983
Saint-Thomas,02696,85,02,32,240200592
Champagné-le-Sec,86051,209,86,75,200070035
Marcellus,47156,852,47,75,200030674
Creney-près-Troyes,10115,1783,10,44,200069250
Saint-Germain-sur-Sarthe,72284,569,72,52,200072700
Mazerolles,40178,659,40,75,244000808
Béguios,64105,245,64,75,200067106
Briarres-sur-Essonne,45054,531,45,24,200071850
Fontenay-le-Marmion,14277,1887,14,28,200066728
Brousse-le-Château,12038,154,12,76,241200914
Tréclun,21643,461,21,27,200070902
Barfleur,50030,579,50,28,200067205
Courry,30097,288,30,76,200035129
Damery,80232,244,80,32,200070977
Ohnenheim,67360,996,67,44,200030526
Estoublon,04084,480,04,93,200067437
Vernet-la-Varenne,63448,689,63,84,200070407
Salles-sous-Bois,26335,182,26,84,200040681
Boussay,44022,2629,44,52,200067635
Trilla,66216,72,66,76,246600423
Le Favril,59223,508,59,32,200043321
Peypin-d'Aigues,84090,652,84,93,248400285
Précilhon,64460,399,64,75,200067262
Nanteuil-le-Haudouin,60446,4093,60,32,246000871
Longchamps,27372,610,27,28,200071843
Bougarber,64142,878,64,75,200067254
Longueville,62526,136,62,32,200018083
Arces,17015,734,17,75,241700640
La Roche-Guyon,95523,464,95,11,249500513
Narbéfontaine,57495,119,57,44,200067650
Uckange,57683,6633,57,44,245701222
Saint-Julien-du-Serre,07254,871,07,84,200073245
Mesnil-Follemprise,76430,132,76,28,200070068
Chatonrupt-Sommermont,52118,308,52,44,200044253
Nousty,64419,1618,64,75,200067296
Orcier,74206,906,74,84,200067551
La Chaudière,26090,21,26,84,200040509
Laurac-en-Vivarais,07134,988,07,84,240700617
Lalœuf,54291,293,54,44,200035772
Saint-Dos,64474,157,64,75,200067288
Saint-Bauzille-de-Putois,34243,1953,34,76,243400736
Longecourt-en-Plaine,21353,1217,21,27,200000925
Bihucourt,62131,363,62,32,200035442
Mézières-en-Gâtinais,45205,270,45,24,200067676
Saint-Jean-Saint-Maurice-sur-Loire,42239,1138,42,84,200035731
Batilly,54051,1249,54,44,200070845
Breconchaux,25088,97,25,27,242504447
Coulgens,16107,540,16,75,200068914
La Barre-de-Monts,85012,2188,85,52,248500258
Heudebouville,27332,792,27,28,200035665
Parenty,62648,534,62,32,200069235
Barie,33027,296,33,75,200044394
Brûlain,79058,735,79,75,200041317
Grandchamp,52228,67,52,44,200027308
Pouilly-sur-Serre,02617,525,02,32,240200469
Saint-Soulan,32407,161,32,76,243200599
Quincy-sous-le-Mont,02633,62,02,32,240200501
Manziat,01231,1988,01,84,200071371
Saint-Germain-des-Grois,61395,236,61,28,200068435
Laval-Roquecezière,12125,265,12,76,200067163
La Bassée,59051,6469,59,32,245900410
Choisey,39150,1062,39,27,200010650
Fromezey,55201,52,55,44,245501242
Villouxel,88511,78,88,44,200068559
Mareil-Marly,78367,3524,78,11,200058519
Nans-sous-Sainte-Anne,25420,139,25,27,200068070
La Berthenoux,36017,416,36,24,243600350
Neuilly-l'Évêque,52348,612,52,44,200072999
Avaux,08039,455,08,44,200043156
Bulhon,63058,535,63,84,246301097
Beaulieu-sur-Mer,06011,3726,06,93,200030195
Arrigas,30017,214,30,76,243000270
Malauzat,63203,1128,63,84,200070753
Lussac-les-Châteaux,86140,2321,86,75,200070043
Rouxmesnil-Bouteilles,76545,1885,76,28,247600786
Maucomble,76417,407,76,28,200070068
Orleix,65340,2116,65,76,200069300
La Trinité-Porhoët,56257,684,56,53,200066777
Les Fessey,70233,142,70,27,247000854
Verneuil,58306,306,58,27,200067700
Jouy-sous-Thelle,60327,1041,60,32,246000707
Valeins,01428,130,01,84,200069193
Cléguer,56040,3330,56,53,200042174
Naujac-sur-Mer,33300,1061,33,75,200070720
L'Écouvotte,25215,93,25,27,242504447
Cornille,24135,673,24,75,200040392
Liebsdorf,68184,322,68,44,200066041
Vermand,02785,1079,02,32,240200493
Florange,57221,11924,57,44,245701222
Saint-Pierre-des-Ifs,14648,462,14,28,200069532
Grassendorf,67166,240,67,44,246700959
Digne-les-Bains,04070,16246,04,93,200067437
Poilley,35230,387,35,53,200072452
Laires,62485,363,62,32,200069037
Broxeele,59111,380,59,32,200040954
Fontenilles,31188,5546,31,76,200023620
Sainte-Eulalie,15186,203,15,84,241501139
Saint-Jean-de-Blaignac,33421,449,33,75,243301454
Villard-Notre-Dame,38549,26,38,84,243800745
Jaunay-Marigny,86115,7397,86,75,200069854
Montigny-aux-Amognes,58176,588,58,27,200067908
Fagnières,51242,4748,51,44,200066876
Verrières-de-Joux,25609,419,25,27,242500338
Domèvre-sur-Avière,88142,390,88,44,200068757
Albi,81004,49475,81,76,248100737
Taurignan-Vieux,09308,205,09,76,200067940
Buchy,57116,117,57,44,200039907
Saint-Marcel-Paulel,31501,397,31,76,243100732
Martignas-sur-Jalle,33273,7317,33,75,243300316
Willeman,62890,181,62,32,200044030
Fulvy,89184,132,89,27,200039642
Gandelu,02339,689,02,32,200072031
Mastaing,59391,844,59,32,200042190
Chartèves,02166,347,02,32,200072031
Érone,2B106,10,2B,94,200073138
Farinole,2B109,206,2B,94,200073120
La Chaussée-sur-Marne,51141,812,51,44,200034718
Sillans-la-Cascade,83128,741,83,93,248300493
Pierregot,80624,276,80,32,200070951
Malijai,04108,1987,04,93,200067437
Usson,63439,268,63,84,200070407
Saint-Martial,17361,120,17,75,200041689
Queudes,51451,99,51,44,200066835
Heining-lès-Bouzonville,57309,499,57,44,200067486
Montagny-lès-Buxy,71302,219,71,27,247104094
Ilhet,65228,119,65,76,246500573
Sospel,06136,3782,06,93,240600551
Rocroi,08367,2375,08,44,200067759
Vittonville,54589,120,54,44,200041515
Bâgé-le-Châtel,01026,902,01,84,200071371
Corpeau,21196,954,21,27,200006682
Lizio,56112,737,56,53,200066785
Fonroque,24186,314,24,75,200040889
Cabanac-et-Villagrains,33077,2327,33,75,243301264
Arrènes,23006,225,23,75,200067510
Le Tronquay,14714,771,14,28,200066801
Saint-Palais,64493,1850,64,75,200067106
Vassens,02762,163,02,32,200071991
Frémontiers,80352,153,80,32,200071181
