Département,siren,Commune,Nom unique,EPCI_nom (==> données : tC.ha-1),nature,nb_com,poptot,cultures,prairies,forêts,zones humides,vergers,vignes,sols artificialisés,sols artificiels imperméabilisés,sols artificiels enherbés,sols artificiels arborés et buissonants,f_cult_for_%zpc,f_for_cult_%zpc,f_cult_prai_%zpc,f_prai_cult_%zpc,f_prai_for_%zpc,f_for_prai_%zpc,f_cult_zh_%zpc,f_zh_cult_%zpc,f_prai_zh_%zpc,f_zh_prai_%zpc,f_for_zh_%zpc,f_zh_for_%zpc,f_prai_verg_%zpc,f_verg_prai_%zpc,f_for_verg_%zpc,f_verg_for_%zpc,f_prairies_vign_%zpc,f_vign_prai_%zpc,f_for_vign_%zpc,f_vign_for_%zpc,f_for_art_ imp_%zpc,f_prai_art_imp_%zpc,f_cult_art_imp_%zpc,f_for_art_enh_%zpc,f_prai_art_enh_%zpc,f_cult_art_enh_%zpc,f_for_art_arb_%zpc,f_ prai_art_arb_%zpc,f_cult_art_arb_%zpc,
,247000854,,,CC de la Haute Vallée de l'Ognon,CC,25,8916,52,95.8767081,81.94716061,125,46,39,47.93835405,30,95.8767081,81.94716061,0.439225022,-0.748679015,0.859983479,-1.667314908,-0.281098268,0.281098268,73,-73,29.1232919,-29.1232919,43.05283939,-43.05283939,-1.895314908,0.977583479,-0.898679015,0.527225022,-2.161314908,1.114783479,-1.073679015,0.629891689,-51.94716061,-65.8767081,-22,13.92954749,0,43.8767081,0,-13.92954749,29.94716061,
,247100290,,,CU Le Creusot Montceau-les-Mines,CU,34,97828,47.90734045,76.65848251,69.4574745,125,46,39,38.32924126,30,76.65848251,69.4574745,0.316068633,-0.538753351,0.563522384,-1.092543398,-0.145316342,0.145316342,77.09265955,-77.09265955,48.34151749,-48.34151749,55.5425255,-55.5425255,-1.165022335,0.600906257,-0.586436863,0.344042959,-1.431022335,0.738106257,-0.761436863,0.446709626,-39.4574745,-46.65848251,-17.90734045,7.201008009,0,28.75114206,0,-7.201008009,21.55013405,
,247100589,,,CA Le Grand Chalon,CA,51,117907,50.38305469,72.64321201,63.81863164,125,46,39,36.321606,30,72.64321201,63.81863164,0.197055129,-0.335889424,0.436299083,-0.845885978,-0.178080032,0.178080032,74.61694531,-74.61694531,52.35678799,-52.35678799,61.18136836,-61.18136836,-1.012442056,0.522206955,-0.445465791,0.261339931,-1.278442056,0.659406955,-0.620465791,0.364006597,-33.81863164,-42.64321201,-20.38305469,8.824580366,0,22.26015732,0,-8.824580366,13.43557695,
,247100639,,,CC de Marcigny,CC,12,6450,49.96364051,69.27269615,60.4181341,125,46,39,34.63634808,30,69.27269615,60.4181341,0.153332573,-0.26136234,0.378457491,-0.733744114,-0.178685062,0.178685062,75.03635949,-75.03635949,55.72730385,-55.72730385,64.5818659,-64.5818659,-0.884362454,0.456144845,-0.360453353,0.211465967,-1.150362454,0.593344845,-0.535453353,0.314132633,-30.4181341,-39.27269615,-19.96364051,8.854562052,0,19.30905564,0,-8.854562052,10.45449359,
,247100647,,,CC Bresse Nord Intercom,CC,16,6702,49.97607831,71.10519515,62.77148412,125,46,39,35.55259757,30,71.10519515,62.77148412,0.187665952,-0.319885145,0.41413069,-0.80290644,-0.168174289,0.168174289,75.02392169,-75.02392169,53.89480485,-53.89480485,62.22851588,-62.22851588,-0.953997416,0.492061825,-0.419287103,0.245981767,-1.219997416,0.629261825,-0.594287103,0.348648434,-32.77148412,-41.10519515,-19.97607831,8.333711031,0,21.12911684,0,-8.333711031,12.79540581,
,247103765,,,CC Entre Saône et Grosne,CC,23,11641,49.48593061,76.36103603,70.45598488,125,46,39,38.18051802,30,76.36103603,70.45598488,0.307560796,-0.524251357,0.526752066,-1.021254006,-0.119163932,0.119163932,75.51406939,-75.51406939,48.63896397,-48.63896397,54.54401512,-54.54401512,-1.153719369,0.595076306,-0.611399622,0.358687778,-1.419719369,0.732276306,-0.786399622,0.461354445,-40.45598488,-46.36103603,-19.48593061,5.905051156,0,26.87510542,0,-5.905051156,20.97005426,
,247103864,,,CC du Canton de Semur-en-Brionnais,CC,14,5363,49.0372287,76.22078472,71.07186991,125,46,39,38.11039236,30,76.22078472,71.07186991,0.323174738,-0.55086603,0.532797698,-1.032975129,-0.103905101,0.103905101,75.9627713,-75.9627713,48.77921528,-48.77921528,53.92813009,-53.92813009,-1.148389819,0.592327381,-0.626796748,0.367720759,-1.414389819,0.729527381,-0.801796748,0.470387425,-41.07186991,-46.22078472,-19.0372287,5.148914815,0,27.18355602,0,-5.148914815,22.0346412,
,247104094,,,CC Sud Côte Chalonnaise,CC,36,11863,49.10225788,71.40154164,63.41736699,125,46,39,35.70077082,30,71.40154164,63.41736699,0.209954934,-0.357877728,0.437065962,-0.847372783,-0.161120644,0.161120644,75.89774212,-75.89774212,53.59845836,-53.59845836,61.58263301,-61.58263301,-0.965258582,0.497870216,-0.435434175,0.255454716,-1.231258582,0.635070216,-0.610434175,0.358121382,-33.41736699,-41.40154164,-19.10225788,7.984174651,0,22.29928376,0,-7.984174651,14.3151091,
,247200090,,,CC de Sablé-sur-Sarthe,CC,17,30101,48.02546363,73.20642969,67.62735963,125,46,39,36.60321484,30,73.20642969,67.62735963,0.287494475,-0.4900474,0.493546935,-0.95687671,-0.112585634,0.112585634,76.97453637,-76.97453637,51.79357031,-51.79357031,57.37264037,-57.37264037,-1.033844328,0.533246022,-0.540683991,0.317201275,-1.299844328,0.670446022,-0.715683991,0.419867941,-37.62735963,-43.20642969,-18.02546363,5.579070054,0,25.18096606,0,-5.579070054,19.601896,
,247200132,,,CU Le Mans Métropole,CU,19,210635,48.18733188,71.88995043,64.05012407,125,46,39,35.94497521,30,71.88995043,64.05012407,0.232654285,-0.396569805,0.464571323,-0.900699505,-0.158207696,0.158207696,76.81266812,-76.81266812,53.11004957,-53.11004957,60.94987593,-60.94987593,-0.983818116,0.507443028,-0.451253102,0.264735153,-1.249818116,0.644643028,-0.626253102,0.36740182,-34.05012407,-41.88995043,-18.18733188,7.839826357,0,23.70261854,0,-7.839826357,15.86279219,
,247200348,,,CC du Pays Fléchois,CC,14,28644,43.06295915,65.95244198,65.24449698,125,46,39,32.97622099,30,65.95244198,65.24449698,0.325329221,-0.554538446,0.448633863,-0.869800347,-0.01428633,0.01428633,81.93704085,-81.93704085,59.04755802,-59.04755802,59.75550302,-59.75550302,-0.758192795,0.391067863,-0.481112424,0.282252622,-1.024192795,0.528267863,-0.656112424,0.384919289,-35.24449698,-35.95244198,-13.06295915,0.707944999,0,22.88948283,0,-0.707944999,22.18153783,
,247200421,,,CC du Sud Est du Pays Manceau,CC,5,17586,47.46780729,73.67208514,67.68170562,125,46,39,36.83604257,30,73.67208514,67.68170562,0.296470509,-0.505347458,0.513603846,-0.995762558,-0.120885859,0.120885859,77.53219271,-77.53219271,51.32791486,-51.32791486,57.31829438,-57.31829438,-1.051539235,0.542372869,-0.542042641,0.317998349,-1.317539235,0.679572869,-0.717042641,0.420665016,-37.68170562,-43.67208514,-17.46780729,5.990379513,0,26.20427785,0,-5.990379513,20.21389833,
,247200447,,,CC Orée de Bercé - Belinois,CC,8,19845,46.33411792,65.50571311,72.56653451,125,46,39,32.75285656,30,65.50571311,72.56653451,0.38474211,-0.655810415,0.375763266,-0.728520617,0.142487376,-0.142487376,78.66588208,-78.66588208,59.49428689,-59.49428689,52.43346549,-52.43346549,-0.741217098,0.382311977,-0.664163363,0.389642506,-1.007217098,0.519511977,-0.839163363,0.492309173,-42.56653451,-35.50571311,-16.33411792,-7.0608214,0,19.17159519,0,7.0608214,26.23241659,
,247200629,,,CC du Val de Sarthe,CC,16,30992,47.74151167,75.78321264,69.87442876,125,46,39,37.89160632,30,75.78321264,69.87442876,0.324616117,-0.553322927,0.549617339,-1.065584637,-0.119239259,0.119239259,77.25848833,-77.25848833,49.21678736,-49.21678736,55.12557124,-55.12557124,-1.13176208,0.583750968,-0.596860719,0.350158289,-1.39776208,0.720950968,-0.771860719,0.452824955,-39.87442876,-45.78321264,-17.74151167,5.908783877,0,28.04170098,0,-5.908783877,22.1329171,
,247200686,,,CC du Pays de l'huisne Sarthoise,CC,34,29608,49.54463687,76.82758892,70.84844597,125,46,39,38.41379446,30,76.82758892,70.84844597,0.312455867,-0.532595228,0.53474586,-1.036752178,-0.120659105,0.120659105,75.45536313,-75.45536313,48.17241108,-48.17241108,54.15155403,-54.15155403,-1.171448379,0.604220743,-0.621211149,0.364443874,-1.437448379,0.741420743,-0.796211149,0.467110541,-40.84844597,-46.82758892,-19.54463687,5.979142953,0,27.28295205,0,-5.979142953,21.3038091,
,247300015,,,CC des Vallées d'Aigueblanche,CC,7,7243,53.12434115,91.73176659,83.98044888,125,46,39,45.86588329,30,91.73176659,83.98044888,0.452556247,-0.771402693,0.756705539,-1.467082167,-0.156421591,0.156421591,71.87565885,-71.87565885,33.26823341,-33.26823341,41.01955112,-41.01955112,-1.73780713,0.896342625,-0.949511222,0.557046584,-2.00380713,1.033542625,-1.124511222,0.65971325,-53.98044888,-61.73176659,-23.12434115,7.751317709,0,38.60742544,0,-7.751317709,30.85610773,
,247300254,,,CC de Haute-Tarentaise,CC,8,16789,52.3668876,89.55107456,80.28484976,125,46,39,44.77553728,30,89.55107456,80.28484976,0.409463445,-0.697949054,0.728810064,-1.412999105,-0.186992416,0.186992416,72.6331124,-72.6331124,35.44892544,-35.44892544,44.71515024,-44.71515024,-1.654940833,0.853601061,-0.857121244,0.502844463,-1.920940833,0.990801061,-1.032121244,0.60551113,-50.28484976,-59.55107456,-22.3668876,9.2662248,0,37.18418696,0,-9.2662248,27.91796216,
,247300262,,,CC de Yenne,CC,13,7183,51.00403378,75.07321732,66.06709049,125,46,39,37.53660866,30,75.07321732,66.06709049,0.220924832,-0.376576418,0.471755997,-0.914628974,-0.181743639,0.181743639,73.99596622,-73.99596622,49.92678268,-49.92678268,58.93290951,-58.93290951,-1.104782258,0.569835059,-0.501677262,0.294317327,-1.370782258,0.707035059,-0.676677262,0.396983994,-36.06709049,-45.07321732,-21.00403378,9.006126829,0,24.06918354,0,-9.006126829,15.06305671,
,247300361,,,CC du Canton de la Chambre,CC,12,7529,53.13957019,92.02999884,84.30913921,125,46,39,46.01499942,30,92.02999884,84.30913921,0.457153679,-0.779239226,0.762252402,-1.477836289,-0.155806947,0.155806947,71.86042981,-71.86042981,32.97000116,-32.97000116,40.69086079,-40.69086079,-1.749139956,0.902187977,-0.95772848,0.561867375,-2.015139956,1.039387977,-1.13272848,0.664534042,-54.30913921,-62.02999884,-23.13957019,7.720859629,0,38.89042866,0,-7.720859629,31.16956903,
,247300452,,,CC Maurienne Galibier,CC,6,5835,52.45330015,89.63301917,80.53961947,125,46,39,44.81650959,30,89.63301917,80.53961947,0.411932683,-0.702157983,0.728722493,-1.412829323,-0.183504806,0.183504806,72.54669985,-72.54669985,35.36698083,-35.36698083,44.46038053,-44.46038053,-1.658054729,0.855207176,-0.863490487,0.506581086,-1.924054729,0.992407176,-1.038490487,0.609247752,-50.53961947,-59.63301917,-22.45330015,9.093399706,0,37.17971903,0,-9.093399706,28.08631932,
,247300528,,,CC Val Guiers,CC,13,12423,51.48632617,81.31985897,75.00696245,125,46,39,40.65992948,30,81.31985897,75.00696245,0.344969332,-0.588015907,0.584737243,-1.133674246,-0.127394252,0.127394252,73.51367383,-73.51367383,43.68014103,-43.68014103,49.99303755,-49.99303755,-1.342154641,0.692269236,-0.725174061,0.425435449,-1.608154641,0.829469236,-0.900174061,0.528102116,-45.00696245,-51.31985897,-21.48632617,6.312896516,0,29.8335328,0,-6.312896516,23.52063628,
,247300668,,,CC du Lac d'Aiguebelette (Ccla),CC,10,5825,54.67210706,95.19658882,90.78672264,125,46,39,47.59829441,30,95.19658882,90.78672264,0.529681029,-0.90286539,0.794279843,-1.539930307,-0.088991099,0.088991099,70.32789294,-70.32789294,29.80341118,-29.80341118,34.21327736,-34.21327736,-1.869470375,0.964253141,-1.119668066,0.656871932,-2.135470375,1.101453141,-1.294668066,0.759538599,-60.78672264,-65.19658882,-24.67210706,4.409866178,0,40.52448176,0,-4.409866178,36.11461558,
,247300676,,,CC Porte de Maurienne,CC,12,6914,52,89,79,125,46,39,44.5,30,89,79,0.396,-0.675,0.7252,-1.406,-0.2018,0.2018,73,-73,36,-36,46,-46,-1.634,0.8428,-0.825,0.484,-1.9,0.98,-1,0.586666667,-49,-59,-22,10,0,37,0,-10,27,
,247300817,,,CC Les Versants d'Aime,CC,4,9853,52.40224425,89.87493609,80.67942459,125,46,39,44.93746804,30,89.87493609,80.67942459,0.414731978,-0.706929509,0.73446476,-1.42396229,-0.185565422,0.185565422,72.59775575,-72.59775575,35.12506391,-35.12506391,44.32057541,-44.32057541,-1.667247571,0.859948747,-0.866985615,0.508631561,-1.933247571,0.997148747,-1.041985615,0.611298227,-50.67942459,-59.87493609,-22.40224425,9.195511496,0,37.47269184,0,-9.195511496,28.27718034,
,247400047,,,CC de la Vallée Verte,CC,8,7610,54.54480674,92.44806737,87.53768085,125,46,39,46.22403369,30,92.44806737,87.53768085,0.483895487,-0.824821853,0.742903908,-1.440323904,-0.0990916,0.0990916,70.45519326,-70.45519326,32.55193263,-32.55193263,37.46231915,-37.46231915,-1.76502656,0.910382121,-1.038442021,0.609219319,-2.03102656,1.047582121,-1.213442021,0.711885986,-57.53768085,-62.44806737,-24.54480674,4.910386525,0,37.90326064,0,-4.910386525,32.99287411,
,247400112,,,CC du Pays de Cruseilles,CC,13,15278,53.21550167,92.2413378,84.67234115,125,46,39,46.1206689,30,92.2413378,84.67234115,0.461366979,-0.786420987,0.764906388,-1.482981773,-0.152742352,0.152742352,71.78449833,-71.78449833,32.7586622,-32.7586622,40.32765885,-40.32765885,-1.757170836,0.906330221,-0.966808529,0.567194337,-2.023170836,1.043530221,-1.141808529,0.669861004,-54.67234115,-62.2413378,-23.21550167,7.56899665,0,39.02583612,0,-7.56899665,31.45683947,
,247400567,,,CC Fier et Usses,CC,7,15202,54.72594386,96.26918362,91.72107134,125,46,39,48.13459181,30,96.26918362,91.72107134,0.542595203,-0.924878187,0.814247499,-1.578643111,-0.091780906,0.091780906,70.27405614,-70.27405614,28.73081638,-28.73081638,33.27892866,-33.27892866,-1.910228978,0.985275999,-1.143026783,0.670575713,-2.176228978,1.122475999,-1.318026783,0.77324238,-61.72107134,-66.26918362,-24.72594386,4.548112285,0,41.54323976,0,-4.548112285,36.99512748,
,247400583,,,CC Arve et Salève,CC,8,19834,52,89,79,125,46,39,44.5,30,89,79,0.396,-0.675,0.7252,-1.406,-0.2018,0.2018,73,-73,36,-36,46,-46,-1.634,0.8428,-0.825,0.484,-1.9,0.98,-1,0.586666667,-49,-59,-22,10,0,37,0,-10,27,
,247400617,,,CC des Vallées de Thônes,CC,13,19724,54.64599055,96.0559748,91.3479559,125,46,39,48.0279874,30,96.0559748,91.3479559,0.538295492,-0.917549134,0.811635691,-1.573579402,-0.095007821,0.095007821,70.35400945,-70.35400945,28.9440252,-28.9440252,33.6520441,-33.6520441,-1.902127043,0.981097106,-1.133698898,0.665103353,-2.168127043,1.118297106,-1.308698898,0.76777002,-61.3479559,-66.0559748,-24.64599055,4.708018898,0,41.40998425,0,-4.708018898,36.70196535,
,247400666,,,CC des Quatre Rivières_74,CC,11,19150,54.19436093,88.94360925,83.3323311,125,46,39,44.47180463,30,88.94360925,83.3323311,0.427356896,-0.728449254,0.681085267,-1.320471436,-0.113235593,0.113235593,70.80563907,-70.80563907,36.05639075,-36.05639075,41.6676689,-41.6676689,-1.631857152,0.841694741,-0.933308278,0.547540856,-1.897857152,0.978894741,-1.108308278,0.650207523,-53.3323311,-58.94360925,-24.19436093,5.611278149,0,34.74924833,0,-5.611278149,29.13797018,
,247400682,,,CC du Haut-Chablais,CC,15,12848,53.9722128,87.02779494,80.97222054,125,46,39,43.51389747,30,87.02779494,80.97222054,0.396000114,-0.675000194,0.64788941,-1.256112121,-0.122201491,0.122201491,71.0277872,-71.0277872,37.97220506,-37.97220506,44.02777946,-44.02777946,-1.559056208,0.804144781,-0.874305514,0.512925901,-1.825056208,0.941344781,-1.049305514,0.615592568,-50.97222054,-57.02779494,-23.9722128,6.055574398,0,33.05558214,0,-6.055574398,27.00000774,
,247400690,,,CC du Genevois,CC,17,44341,54.99266064,96.98042836,92.96574963,125,46,39,48.49021418,30,96.98042836,92.96574963,0.556938639,-0.949327225,0.822960247,-1.595535174,-0.081016217,0.081016217,70.00733936,-70.00733936,28.01957164,-28.01957164,32.03425037,-32.03425037,-1.937256278,0.999216396,-1.174143741,0.688830995,-2.203256278,1.136416396,-1.349143741,0.791497661,-62.96574963,-66.98042836,-24.99266064,4.014678729,0,41.98776773,0,-4.014678729,37.973089,
,247400724,,,CC du Pays Rochois,CC,9,28022,52,89,79,125,46,39,44.5,30,89,79,0.396,-0.675,0.7252,-1.406,-0.2018,0.2018,73,-73,36,-36,46,-46,-1.634,0.8428,-0.825,0.484,-1.9,0.98,-1,0.586666667,-49,-59,-22,10,0,37,0,-10,27,
,247400740,,,CC Rumilly Terre de Savoie,CC,18,31261,54.94722646,96.85927057,92.75372349,125,46,39,48.42963528,30,96.85927057,92.75372349,0.55449529,-0.945162426,0.821476064,-1.592657676,-0.08284994,0.08284994,70.05277354,-70.05277354,28.14072943,-28.14072943,32.24627651,-32.24627651,-1.932652282,0.996841703,-1.168843087,0.685721278,-2.198652282,1.134041703,-1.343843087,0.788387945,-62.75372349,-66.85927057,-24.94722646,4.105547074,0,41.9120441,0,-4.105547074,37.80649703,
,247400773,,,CC des Sources du Lac d'Annecy,CC,7,15631,54.42497748,95.46660661,90.31656157,125,46,39,47.7333033,30,95.46660661,90.31656157,0.5264099,-0.897289602,0.804415931,-1.559581907,-0.103927909,0.103927909,70.57502252,-70.57502252,29.53339339,-29.53339339,34.68343843,-34.68343843,-1.879731051,0.96954549,-1.107914039,0.649976236,-2.145731051,1.10674549,-1.282914039,0.752642903,-60.31656157,-65.46660661,-24.42497748,5.150045043,0,41.04162913,0,-5.150045043,35.89158409,
,247600497,,,CC du Canton de Criquetot-l'Esneval,CC,21,16893,51,75,66,125,46,39,37.5,30,75,66,0.22,-0.375,0.4704,-0.912,-0.18162,0.18162,74,-74,50,-50,59,-59,-1.102,0.5684,-0.5,0.293333333,-1.368,0.7056,-0.675,0.396,-36,-45,-21,9,0,24,0,-9,15,
,247600505,,,CC Campagne-De-Caux,CC,22,15304,50.99807706,74.98846234,65.98846234,125,46,39,37.49423117,30,74.98846234,65.98846234,0.219858984,-0.374759632,0.470211551,-0.911634641,-0.18162,0.18162,74.00192294,-74.00192294,50.01153766,-50.01153766,59.01153766,-59.01153766,-1.101561569,0.568173862,-0.499711558,0.293164114,-1.367561569,0.705373862,-0.674711558,0.395830781,-35.98846234,-44.98846234,-20.99807706,9,0,23.99038528,0,-9,14.99038528,
,247600539,,,CC Caux Estuaire,CC,16,18702,51,75,66,125,46,39,37.5,30,75,66,0.22,-0.375,0.4704,-0.912,-0.18162,0.18162,74,-74,50,-50,59,-59,-1.102,0.5684,-0.5,0.293333333,-1.368,0.7056,-0.675,0.396,-36,-45,-21,9,0,24,0,-9,15,
,247600588,,,CC des Villes Soeurs,CC,28,39045,50.82580507,73.9548304,64.9548304,125,46,39,36.9774152,30,73.9548304,64.9548304,0.207225705,-0.353225633,0.453328897,-0.878902963,-0.18162,0.18162,74.17419493,-74.17419493,51.0451696,-51.0451696,60.0451696,-60.0451696,-1.062283555,0.547914676,-0.47387076,0.278004179,-1.328283555,0.685114676,-0.64887076,0.380670846,-34.9548304,-43.9548304,-20.82580507,9,0,23.12902534,0,-9,14.12902534,
,247600596,,,CA Havraise (Co.D.A.H.),CA,17,239806,51,75,66,125,46,39,37.5,30,75,66,0.22,-0.375,0.4704,-0.912,-0.18162,0.18162,74,-74,50,-50,59,-59,-1.102,0.5684,-0.5,0.293333333,-1.368,0.7056,-0.675,0.396,-36,-45,-21,9,0,24,0,-9,15,
,247600604,,,CC de Londinières,CC,16,5370,52.13110717,81.15628403,73.74373499,125,46,39,40.57814202,30,81.15628403,73.74373499,0.316985208,-0.540315696,0.568893467,-1.102956721,-0.14958524,0.14958524,72.86889283,-72.86889283,43.84371597,-43.84371597,51.25626501,-51.25626501,-1.335938793,0.689063167,-0.693593375,0.406908113,-1.601938793,0.826263167,-0.868593375,0.50957478,-43.74373499,-51.15628403,-22.13110717,7.412549041,0,29.02517686,0,-7.412549041,21.61262782,
,247600620,,,CC de la Région d'Yvetot,CC,20,27886,51,75,66,125,46,39,37.5,30,75,66,0.22,-0.375,0.4704,-0.912,-0.18162,0.18162,74,-74,50,-50,59,-59,-1.102,0.5684,-0.5,0.293333333,-1.368,0.7056,-0.675,0.396,-36,-45,-21,9,0,24,0,-9,15,
,247600646,,,CC Caux - Austreberthe,CC,9,25758,51,75,66,125,46,39,37.5,30,75,66,0.22,-0.375,0.4704,-0.912,-0.18162,0.18162,74,-74,50,-50,59,-59,-1.102,0.5684,-0.5,0.293333333,-1.368,0.7056,-0.675,0.396,-36,-45,-21,9,0,24,0,-9,15,
,247600729,,,CC Falaises du Talou,CC,24,24009,50.86536955,74.22159299,65.26627742,125,46,39,37.11079649,30,74.22159299,65.26627742,0.211213315,-0.360022697,0.457781979,-0.887536491,-0.180718268,0.180718268,74.13463045,-74.13463045,50.77840701,-50.77840701,59.73372258,-59.73372258,-1.072420534,0.553143223,-0.481656935,0.282572069,-1.338420534,0.690343223,-0.656656935,0.385238735,-35.26627742,-44.22159299,-20.86536955,8.95531557,0,23.35622344,0,-8.95531557,14.40090787,
,247600786,,,CA de la Région Dieppoise,CA,16,49409,50.71164922,73.26989533,64.26989533,125,46,39,36.63494767,30,73.26989533,64.26989533,0.198854276,-0.338956153,0.442141624,-0.857213352,-0.18162,0.18162,74.28835078,-74.28835078,51.73010467,-51.73010467,60.73010467,-60.73010467,-1.036256023,0.534489949,-0.456747383,0.267958465,-1.302256023,0.671689949,-0.631747383,0.370625132,-34.26989533,-43.26989533,-20.71164922,9,0,22.55824611,0,-9,13.55824611,
,247700024,,,CC du Pays Fertois,CC,19,28177,40.91235219,59.32375917,74.72785083,125,46,39,29.66187959,30,59.32375917,74.72785083,0.495960647,-0.845387466,0.360863577,-0.699633465,0.31085457,-0.31085457,84.08764781,-84.08764781,65.67624083,-65.67624083,50.27214917,-50.27214917,-0.506302848,0.26114568,-0.718196271,0.421341812,-0.772302848,0.39834568,-0.893196271,0.524008479,-44.72785083,-29.32375917,-10.91235219,-15.40409166,0,18.41140698,0,15.40409166,33.81549864,
,247700032,,,CC Moret Seine et Loing,CC,19,40048,38.91135237,56.93518525,64.38851882,125,46,39,28.46759262,30,56.93518525,64.38851882,0.373665108,-0.636929161,0.353267124,-0.684905649,0.150408272,-0.150408272,86.08864763,-86.08864763,68.06481475,-68.06481475,60.61148118,-60.61148118,-0.415537039,0.214329631,-0.45971297,0.269698276,-0.681537039,0.351529631,-0.63471297,0.372364943,-34.38851882,-26.93518525,-8.911352369,-7.453333574,0,18.02383288,0,7.453333574,25.47716645,
,247700057,,,CA Melun Val de Seine,CA,20,132209,41.69956213,55.82363919,77.25695518,125,46,39,27.91181959,30,55.82363919,77.25695518,0.521508431,-0.888934826,0.27683191,-0.536714928,0.432524317,-0.432524317,83.30043787,-83.30043787,69.17636081,-69.17636081,47.74304482,-47.74304482,-0.373298289,0.192543328,-0.78142388,0.458435343,-0.639298289,0.329743328,-0.95642388,0.561102009,-47.25695518,-25.82363919,-11.69956213,-21.43331599,0,14.12407706,0,21.43331599,35.55739305,
,247700065,,,CC du Pays de l'Ourcq,CC,22,18391,41.13096838,53.39797289,73.38783736,125,46,39,26.69898645,30,53.39797289,73.38783736,0.473100745,-0.806421725,0.240433289,-0.466146172,0.403395465,-0.403395465,83.86903162,-83.86903162,71.60202711,-71.60202711,51.61216264,-51.61216264,-0.28112297,0.145000269,-0.684695934,0.401688281,-0.54712297,0.282200269,-0.859695934,0.504354948,-43.38783736,-23.39797289,-11.13096838,-19.98986447,0,12.26700452,0,19.98986447,32.25686898,
,247700107,,,CC Pays de Montereau,CC,21,42549,39.76600439,59.47864977,67.20564359,125,46,39,29.73932489,30,59.47864977,67.20564359,0.402448042,-0.68599098,0.386367849,-0.749080524,0.155930735,-0.155930735,85.23399561,-85.23399561,65.52135023,-65.52135023,57.79435641,-57.79435641,-0.512188691,0.264181536,-0.53014109,0.311016106,-0.778188691,0.401381536,-0.70514109,0.413682773,-37.20564359,-29.47864977,-9.766004394,-7.726993823,0,19.71264538,0,7.726993823,27.4396392,
,247700339,,,CA Val d'Europe Agglomération,CA,7,35554,41.22392401,58.55215197,76.33971505,125,46,39,29.27607599,30,58.55215197,76.33971505,0.515031602,-0.877894776,0.339633268,-0.658472662,0.358953023,-0.358953023,83.77607599,-83.77607599,66.44784803,-66.44784803,48.66028495,-48.66028495,-0.476981775,0.246022179,-0.758492876,0.444982487,-0.742981775,0.383222179,-0.933492876,0.547649154,-46.33971505,-28.55215197,-11.22392401,-17.78756308,0,17.32822796,0,17.78756308,35.11579104,
,247700438,,,CC Pays Créçois,CC,19,36593,42.58531083,55.82937834,81.44491561,125,46,39,27.91468917,30,55.82937834,81.44491561,0.56994087,-0.97149012,0.259583723,-0.503274565,0.516921542,-0.516921542,82.41468917,-82.41468917,69.17062166,-69.17062166,43.55508439,-43.55508439,-0.373516377,0.192655815,-0.88612289,0.519858762,-0.639516377,0.329855815,-1.06112289,0.622525429,-51.44491561,-25.82937834,-12.58531083,-25.61553728,0,13.24406751,0,25.61553728,38.85960478,
,247700594,,,CA Marne et Gondoire,CA,20,103359,40.93150961,59.13698078,75.24316103,125,46,39,29.56849039,30,59.13698078,75.24316103,0.503237554,-0.857791286,0.356827235,-0.691807905,0.325022717,-0.325022717,84.06849039,-84.06849039,65.86301922,-65.86301922,49.75683897,-49.75683897,-0.49920527,0.257484823,-0.731079026,0.428899695,-0.76520527,0.394684823,-0.906079026,0.531566362,-45.24316103,-29.13698078,-10.93150961,-16.10618025,0,18.20547117,0,16.10618025,34.31165142,
,247700644,,,CC l'Orée de la Brie,CC,4,26587,43,55,83,125,46,39,27.5,30,55,83,0.586666667,-1,0.2352,-0.456,0.56504,-0.56504,82,-82,70,-70,42,-42,-0.342,0.1764,-0.925,0.542666667,-0.608,0.3136,-1.1,0.645333333,-53,-25,-13,-28,0,12,0,28,40,
,247700701,,,CC Brie Nangissienne,CC,20,27752,39.79745672,61.40508657,70.2234185,125,46,39,30.70254328,30,61.40508657,70.2234185,0.44624744,-0.760649045,0.423509545,-0.821089934,0.177953938,-0.177953938,85.20254328,-85.20254328,63.59491343,-63.59491343,54.7765815,-54.7765815,-0.58539329,0.301939697,-0.605585463,0.355276805,-0.85139329,0.439139697,-0.780585463,0.457943471,-40.2234185,-31.40508657,-9.797456716,-8.818331937,0,21.60762985,0,8.818331937,30.42596179,
,247800550,,,CC du Pays Houdanais (C.C.P.H.),CC,36,29510,38.47683024,54.17348631,59.66967127,125,46,39,27.08674316,30,54.17348631,59.66967127,0.310828335,-0.529821026,0.307654459,-0.596472931,0.110913012,-0.110913012,86.52316976,-86.52316976,70.82651369,-70.82651369,65.33032873,-65.33032873,-0.31059248,0.160200332,-0.341741782,0.200488512,-0.57659248,0.297400332,-0.516741782,0.303155179,-29.66967127,-24.17348631,-8.476830238,-5.496184959,0,15.69665607,0,5.496184959,21.19284103,
,247800584,,,CA Versailles Grand Parc (C.A.V.G.P.),CA,19,270056,43,55,83,125,46,39,27.5,30,55,83,0.586666667,-1,0.2352,-0.456,0.56504,-0.56504,82,-82,70,-70,42,-42,-0.342,0.1764,-0.925,0.542666667,-0.608,0.3136,-1.1,0.645333333,-53,-25,-13,-28,0,12,0,28,40,
